modele,ROC_AUC_test,PR_AUC_test,lift@10%_test
avec Difference_Pays,0.8230968005921996,0.17815529776260552,6.213024700828005
sans Difference_Pays,0.8308905544945614,0.21853233809060957,6.4358024789453445
